Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
ALPSMOTOR,Alps Motor Finance Limited,Alps Motor Finance Ltd,Z ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
ALSL,Alacrity Securities Limited,Alacrity Securities Ltd,M ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
ALSTONE,Alstone Textiles India Limited,Alstone Textiles (India) Ltd,X ,N,N,100,Consumer Discretionary,Consumer Services,Retailing,Distributors
ALUFLUOR,Alufluoride  Ltd.,ALUFLUORIDE LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
AMAL,Amal Ltd,AMAL LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
AMALGAM,"Amalgamated Electricity Co. Ltd.,",AMALGAMATED ELECTRICITY CO.LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
AMANITRA,"Amani Trading & Exports Ltd.,",AMANI TRADING & EXPORTS LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
AMARAJABAT,Amara Raja Batteries Ltd,AMARA RAJA BATTERIES LTD.,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Batteries - Automobile
AMARJOTHI,Amarjothi Spinning Mills Ltd,AMARJOTHI SPINNING MILLS LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
AMARNATH,SRI AMARNATH FINANCE LIMITED,Sri Amarnath Finance Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
AMARSEC,Amarnath Securities Ltd.,Amarnath Securities Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
AMBALALSA,"Ambalal Sarabhai Enterprise Ltd.,",AMBALAL SARABHAI ENTERPRISES LTD.,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AMBARPIL,Ambar Protein Industries Limited,Ambar Protein Industries Ltd,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
AMBER,Amber Enterprises India Limited,Amber Enterprises India Ltd,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Air Conditioner
AMBICAAGAR,Ambica Agarbathies & Aroma Ind. Ltd.,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
AMBIKCO,Ambika Cotton Mills Ltd.,AMBIKA COTTON MILLS LTD.,A ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
AMBITION,Ambition Mica Limited,Ambition Mica Ltd,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
AMBUJACEM,Ambuja Cements Ltd.,AMBUJA CEMENTS LTD.,A ,N,N,100,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
AMCOIND,Amco India Ltd.,AMCO INDIA LTD.-$,X ,N,N,100,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
AMDIND,AMD Industries Ltd,AMD INDUSTRIES LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
AMERISE,AMERISE BIOSCIENCES LIMITED,Amerise Biosciences Ltd,X ,N,D,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
AMFL,A & M Febcon Limited,A & M Febcon Ltd,XT,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
AMFORG,"Amforge Industries Ltd.,",AMFORGE INDUSTRIES LTD.,X ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AMINTAN,AMIN TANNERY LIMITED,Amin Tannery Ltd,X ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
AMIORG,Ami Organics Limited,Ami Organics Ltd,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AMITINT,Amit International Ltd.,AMIT INTERNATIONAL LTD.,Z ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
AMJLAND,AMJ LAND HOLDINGS LIMITED,AMJ Land Holdings Ltd,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
AML,Ashoka Metcast Limited,Ashoka Metcast Ltd,M ,N,N,100,Industrials,Construction,Construction,Civil Construction
AMNPLST,Amines & Plasticizers Ltd,AMINES & PLASTICIZERS LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
AMRAAGRI,Amraworld Agrico Ltd.,AMRAWORLD AGRICO LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
AMRAFIN,Amrapali Fincap Limited,Amrapali Fincap Ltd,M ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
AMRAPLIN,Amrapali Industries Ltd,AMRAPALI INDUSTRIES LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
AMRUTANJAN,Amrutanjan Health Care Limited,AMRUTANJAN HEALTH CARE LTD.-$,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AMS,AMS POLYMERS LIMITED,AMS Polymers Ltd,XT,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
AMTL,ADVANCE METERING TECHNOLOGY LIMITED,ADVANCE METERING TECHNOLOGY LTD.,X ,N,N,100,Utilities,Power,Power,Electric Utilities
ANANDPROJ,Anand Projects Ltd,Anand Projects Ltd,XT,N,N,100,Industrials,Construction,Construction,Civil Construction
ANANDRATHI,Anand Rathi Wealth Limited,Anand Rathi Wealth Ltd,B ,N,N,100,Financial Services,Financial Services,Capital Markets,Financial Products Distributor
ANANTRAJ,Anant Raj Limited,Anant Raj Limited-$,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ANDHRACEMT,"Andhra Cement Ltd.,",ANDHRA CEMENTS LTD.,T ,N,N,100,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ANDHRAPAP,ANDHRA PAPER LIMITED,Andhra Paper Ltd,B ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
ANDHRAPET,"Andhra Petrochemicals Ltd.,",ANDHRA PETROCHEMICALS LTD.,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
ANDHRSUGAR,The Andhra Sugars Ltd.,ANDHRA SUGARS LTD.,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
ANDREWYU,Andrew Yule & Company Ltd,ANDREW YULE & COMPANY LTD.,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
ANERI,ANERI FINCAP LIMITED,Aneri Fincap Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ANG,ANG Lifesciences India Limited,ANG Lifesciences India Ltd,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ANGEL,Angel Fibers Limited,Angel Fibers Ltd,M ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ANGELONE,ANGEL ONE LIMITED,Angel One Ltd,A ,N,N,100,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ANIKINDS,Anik Industries Limited,ANIK INDUSTRIES LTD.,B ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
ANJANI,Anjani Synthetics Limited,ANJANI SYNTHETICS LTD.-$,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ANJANIFIN,Anjani Finance Ltd,ANJANI FINANCE LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ANJANIFOODS,Anjani Foods Limited,Anjani Foods Ltd,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
ANKIN,Anka India Ltd.,ANKA INDIA LTD.,X ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
ANKITMETAL,Ankit Metal  & Power Limited,ANKIT METAL & POWER LTD.,T ,N,N,100,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
ANMOL,Anmol India Limited,Anmol India Ltd,B ,N,N,100,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
ANNAINFRA,Anna Infrastructures Ltd,ANNA INFRASTRUCTURES LTD.,X ,N,D,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ANSALAPI,Ansal Properties & Infrastructure Ltd.,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ANSALBU,"Ansal Buildwell Ltd.,",ANSAL BUILDWELL LTD.-$,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ANSALHSG,ANSAL HOUSING LIMITED,Ansal Housing Ltd-$,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ANSHNCO,"Anshuni Commercials Ltd.,",ANSHUNI COMMERCIALS LTD.,P ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
ANSINDUS,ANS Limited,ANS Industries Ltd,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages
ANTARIKSH,ANTARIKSH INDUSTRIES LIMITED,Antariksh Industries Ltd,XT,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ANUBHAV,Anubhav Infrastructure Limited,Anubhav Infrastructure Ltd,T ,N,N,100,Industrials,Construction,Construction,Civil Construction
ANUHPHR,"Anuh Pharma Ltd.,",ANUH PHARMA LTD.,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ANUP,The Anup Engineering Ltd,The Anup Engineering Ltd,B ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
ANUPAM,ANUPAM FINSERV LIMITED,Anupam Finserv Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ANURAS,Anupam Rasayan India Limited,Anupam Rasayan India Ltd,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ANUROOP,Anuroop Packaging Limited,Anuroop Packaging Ltd,M ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
APARINDS,Apar Industries Ltd,APAR INDUSTRIES LTD.,A ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
APCL,Anjani Portland Cement Ltd.,ANJANI PORTLAND CEMENT LTD.-$,B ,N,N,100,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
APCOTEXIND,Apcotex Industries Limited,APCOTEX INDUSTRIES LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Rubber
APEX,Apex Frozen Foods Limited,Apex Frozen Foods Ltd,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
APIL,AVI PRODUCTS INDIA LIMITED,Avi Products India Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
APIS,Apis India Ltd,APIS INDIA LTD.,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
APLAB,Aplab Ltd.,APLAB LTD.-$,XT,N,N,100,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
APLAPOLLO,APL Apollo Tubes Limited,APL APOLLO TUBES LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
APLLTD,ALEMBIC PHARMACEUTICALS LIMITED,ALEMBIC PHARMACEUTICALS LTD.,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
APMFINVEST,APM Finvest Limited,APM Finvest Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
APMIN,"APM Industries Ltd.,",APM INDUSTRIES LTD.-$,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
APOLLO,Apollo Micro Systems Limited,Apollo Micro Systems Ltd,B ,N,N,100,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
APOLLOFI,"Apollo Finvest India Ltd.,",APOLLO FINVEST (INDIA) LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
APOLLOHOSP,"Apollo Hospitals Enterprises Ltd.,",APOLLO HOSPITALS ENTERPRISE LTD.,A ,N,N,100,Healthcare,Healthcare,Healthcare Services,Hospital
APOLLOPIPES,APOLLO PIPES LIMITED,Apollo Pipes Ltd,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
APOLLOTRI,APOLLO TRICOAT TUBES LIMITED,Apollo Tricoat Tubes Ltd,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
APOLLOTYRE,Apollo Tyres Ltd,APOLLO TYRES LTD.,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
APOORVA,Apoorva Leasing Finance & Investment Company Limited,Apoorva Leasing Finance and Investment Company Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
APTECHT,Aptech Ltd.,APTECH LTD.,A ,N,N,100,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
APTPACK,Apt Packaging Ltd,APT PACKAGING LTD.,XT,N,N,100,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
APTUS,Aptus Value Housing Finance India Limited,Aptus Value Housing Finance India Ltd,A ,N,N,100,Financial Services,Financial Services,Finance,Housing Finance Company
AQFINTECH,ALGOQUANT FINTECH LIMITED,Algoquant Fintech Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
ARAMBHAN,Arambhan Hospitality Services Limited,Arambhan Hospitality Services Ltd,M ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
ARAVALIS,"Aravali Securities & Finance Ltd.,",ARAVALI SECURITIES & FINANCE LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
ARCEEIN,Arcee Indusrtries ltd.,ARCEE INDUSTRIES LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
ARCFIN,ARC Finance Limited,ARC Finance Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
ARCHIDPLY,Archidply Industries Limited,ARCHIDPLY INDUSTRIES LTD.,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
ARCHIES,Archies Ltd.,ARCHIES LTD.,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Leisure Products
ARCHITORG,Archit Organosys Limited,ARCHIT ORGANOSYS LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
ARENTERP,"Rajdarshan Industries Ltd.,",RAJDARSHAN INDUSTRIES LTD.,B ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
AREXMIS,Arex Industries Ltd.,AREX INDUSTRIES LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
AREYDRG,Aarey Drugs & Pharmaceuticals Ltd,AAREY DRUGS & PHARMACEUTICALS LTD.,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ARFIN,Arfin India Limited,Arfin India Ltd,X ,N,N,100,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
ARHNTTO,Arihant Tournesol Ltd.,ARIHANT TOURNESOL LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
ARIES,"Aries Agro Limited,",ARIES AGRO LTD.,B ,N,N,100,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
ARIHANT,Arihant Foundations & Housing Ltd.,ARIHANT FOUNDATIONS & HOUSING LTD.-$,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ARIHCAPM,Arihant Capital Markets Ltd.,ARIHANT CAPITAL MARKETS LTD.,B ,N,N,100,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ARISE,Arihants Securities ltd.,ARIHANT'S SECURITIES LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
ARISINT,Aris International Limited,ARIS INTERNATIONAL LTD.,XT,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
ARL,Anand Rayons Limited,Anand Rayons Ltd,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
ARMAN,Arman Holdings Limited,Arman Holdings Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
ARMANFIN,Arman Financial Services Limited,ARMAN FINANCIAL SERVICES LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ARNOLD,Arnold Holdings Ltd,Arnold Holdings Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
AROGRANITE,Aro Granite Industries Ltd.,ARO GRANITE INDUSTRIES LTD.-$,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing, Flooring"
AROMAENT,Aroma Enterprises India Ltd.,AROMA ENTERPRISES (INDIA) LTD.,Z ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
ARROWGREEN,Arrow Greentech Limited,Arrow Greentech Ltd,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
ARSHIYA,Arshiya Limited,Arshiya Limited,B ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
ARSSINFRA,ARSS Infrastructure Projects Limited,ARSS INFRASTRUCTURE PROJECTS LTD.,T ,N,N,100,Industrials,Construction,Construction,Civil Construction
ARTEFACT,Artefact Projects Ltd,ARTEFACT PROJECTS LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Consulting Services
ARTEMISMED,Artemis Medicare Services Limited,Artemis Medicare Services Ltd,B ,N,N,100,Healthcare,Healthcare,Healthcare Services,Hospital
ARTSONEN,Artson Engineering Ltd,ARTSON ENGINEERING LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
ARUNAHTEL,Aruna Hotels Ltd.,ARUNA HOTELS LTD.,X ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
ARUNIS,ARUNIS ABODE LIMITED,Arunis Abode Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
ARVIND,"Arvind Ltd.,",ARVIND LTD.,A ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
ARVINDFASN,Arvind Fashions Limited,Arvind Fashions Ltd,A ,N,N,100,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
ARVSMART,Arvind SmartSpaces Limited,Arvind SmartSpaces Ltd,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ARYACAPM,Aryaman Capital Markets Limited,Aryaman Capital Markets Ltd,M ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
ARYAMAN,Aryaman Financial Services Ltd.,ARYAMAN FINANCIAL SERVICES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ARYAN,Aryan Share & Stock Brokers Ltd.,Aryan Share and Stock Brokers Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
ARYAVAN,ARYAVAN ENTERPRISE LIMITED,Aryavan Enterprise Ltd,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
ASAHIIND,Asahi Industries Limited,Asahi Industries Limited,ZP,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ASAHIINDIA,Asahi India Glass Ltd.,ASAHI INDIA GLASS LTD.,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ASAHISONG,Asahi Songwon Colors Ltd.,ASAHI SONGWON COLORS LTD.,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
ASAL,Automotive Stampings and Assemblies Ltd.,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,B ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ASALCBR,Associated Alcohols & Breweries Ltd,ASSOCIATED ALCOHOLS & BREWERIES LTD.,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
ASHAI,Ashiana Agro Industries Ltd,ASHIANA AGRO INDUSTRIES LTD.,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
ASHAPURMIN,Ashapura Minechem Ltd,ASHAPURA MINECHEM LTD.,B ,N,N,100,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
ASHCAP,"Ashirwad Capital Ltd.,",ASHIRWAD CAPITAL LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
ASHIANA,Ashiana Housing Limited,ASHIANA HOUSING LTD.-$,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
